previous_assessment_avg,recent_assessment_score,topic_wise_accuracy,quiz_completion_rate,attendance_percentage,assignment_completion_rate,study_session_completion_rate,avg_daily_study_time_minutes,late_submissions_count,integrity_events_count,weak_topics_count,assessment_attempt_count,risk_level
69.79,65.05,71.66,60.41,76.59,67.72,53.82,55.9,5,2,4,13,2
12.43,8.0,10.0,38.89,31.81,23.24,5.0,5.0,4,4,9,5,2
99.5,100.0,94.26,92.52,100.0,94.34,87.81,97.8,2,0,0,9,0
99.36,100.0,100.0,100.0,94.55,100.0,100.0,90.8,1,2,3,11,0
57.96,44.31,44.37,87.09,84.99,82.36,89.96,86.5,7,4,5,3,2
67.74,68.13,61.74,80.52,75.04,90.29,71.7,84.4,2,0,5,3,2
84.2,88.45,91.01,75.74,90.71,77.32,84.44,68.3,4,0,3,4,1
97.2,95.71,93.87,75.94,91.47,76.41,81.16,69.2,0,1,2,12,0
63.4,62.92,62.74,100.0,91.91,98.5,98.07,103.3,1,2,3,5,1
99.5,96.48,92.99,99.58,100.0,90.09,96.87,100.8,2,0,1,5,0
54.79,48.92,56.52,75.07,68.67,64.01,43.3,33.9,2,3,3,6,2
92.38,85.72,88.88,80.45,77.35,73.66,67.39,60.2,2,1,2,8,1
90.26,88.28,92.93,100.0,100.0,100.0,90.32,97.2,1,0,1,12,0
66.44,64.89,63.08,77.93,91.57,81.1,74.19,49.1,4,1,4,5,2
85.42,100.0,85.71,67.29,89.61,88.49,67.69,65.4,3,0,0,11,0
86.24,100.0,90.31,77.6,76.96,82.76,66.73,53.5,1,1,5,8,2
39.57,45.09,37.6,69.68,64.33,67.17,54.27,21.4,6,2,4,5,2
80.65,88.17,80.74,93.28,91.49,78.84,79.17,64.6,2,1,4,11,1
83.86,69.16,74.17,78.04,79.36,67.93,80.25,61.1,4,0,3,4,1
39.4,53.04,38.8,46.52,63.4,47.84,49.2,16.2,4,5,6,2,2
83.05,89.36,87.85,91.21,95.61,92.0,81.77,78.1,1,1,1,8,0
88.14,82.93,87.36,89.8,87.46,86.71,92.46,81.9,1,0,0,7,0
84.51,100.0,85.67,79.41,95.71,77.41,95.41,82.9,0,5,5,10,2
99.5,100.0,100.0,79.73,89.14,85.64,79.67,60.6,4,0,4,2,1
99.5,100.0,96.02,100.0,100.0,100.0,100.0,106.8,0,0,1,7,0
77.19,75.04,79.04,77.92,82.76,86.93,67.25,58.5,3,3,5,5,2
39.36,39.24,28.12,60.76,74.14,67.04,56.35,57.2,7,2,6,11,2
75.54,82.68,76.37,73.02,85.55,70.93,72.98,81.2,3,1,2,3,1
63.23,66.17,56.21,75.97,78.13,39.82,48.51,23.1,6,2,8,10,2
85.79,100.0,87.01,87.15,93.19,100.0,93.52,66.3,3,1,6,7,2
99.5,100.0,100.0,82.22,100.0,93.33,90.58,89.6,5,0,2,2,1
41.96,34.09,39.44,41.57,49.82,40.86,32.72,5.0,9,2,9,3,2
61.24,58.67,56.49,69.99,77.62,71.07,71.2,62.9,1,0,5,4,2
54.5,44.52,50.18,61.76,69.99,71.91,50.0,64.3,2,6,7,13,2
64.96,57.45,62.62,66.34,65.75,71.1,63.14,44.8,2,3,8,11,2
94.9,97.27,92.55,92.72,99.74,96.26,83.69,80.5,1,2,0,7,0
57.71,66.82,63.17,74.1,82.27,77.05,61.54,63.7,2,1,7,4,2
58.41,59.23,58.57,75.35,79.26,67.47,56.77,28.7,5,2,5,3,2
91.65,99.13,91.62,99.22,100.0,100.0,100.0,102.6,0,0,2,12,0
55.29,51.1,60.31,67.73,76.51,58.08,55.6,40.2,3,2,6,11,2
77.42,65.2,70.48,61.36,79.31,49.49,59.84,29.4,3,2,6,11,2
68.28,59.08,59.79,68.95,75.02,61.13,48.38,51.0,4,1,5,6,2
79.09,74.63,80.64,52.36,68.32,42.4,52.52,22.6,5,1,2,7,2
75.61,74.31,76.92,77.88,79.98,68.14,59.13,36.4,4,1,4,4,2
98.36,100.0,90.16,100.0,100.0,100.0,100.0,102.2,0,2,3,9,0
44.38,33.24,31.53,48.67,50.41,36.19,37.26,18.1,7,2,12,8,2
77.38,84.6,81.33,87.79,89.92,86.16,73.92,85.4,6,1,2,2,1
94.65,87.05,88.24,90.33,87.6,93.98,86.2,69.1,3,0,3,2,1
88.67,87.25,88.64,94.58,100.0,91.8,92.16,93.0,3,0,2,9,0
60.34,61.64,58.54,62.69,83.92,76.43,63.08,53.5,0,2,3,3,2
47.65,43.3,47.42,61.31,57.59,56.82,54.53,31.6,3,3,9,3,2
41.49,42.23,44.09,60.6,63.25,50.21,50.31,35.9,2,4,4,7,2
74.76,84.4,70.2,82.7,89.64,82.89,69.08,68.8,5,0,2,2,1
69.39,72.81,65.96,51.1,66.83,29.92,40.54,45.1,4,1,4,13,2
61.11,73.0,71.31,67.53,74.18,74.24,78.63,62.4,4,1,3,6,2
99.5,100.0,100.0,92.76,99.24,96.41,84.05,94.3,1,0,3,5,0
51.63,53.84,54.56,95.79,90.87,89.77,88.21,88.5,0,3,6,6,2
90.35,100.0,100.0,99.78,94.2,88.74,96.09,103.0,0,5,2,2,1
99.5,100.0,100.0,84.52,100.0,99.51,87.31,65.7,0,0,1,7,0
98.09,93.57,96.15,100.0,97.4,93.75,93.48,99.9,0,1,2,13,0
82.23,81.81,76.88,76.08,92.88,98.97,87.78,85.7,1,2,1,3,1
39.95,35.35,43.0,60.78,55.86,34.64,36.7,15.3,9,5,6,11,2
32.56,28.28,35.83,45.53,63.6,49.68,42.51,26.7,1,8,5,4,2
83.26,73.2,79.97,95.73,82.97,78.21,69.29,89.9,1,0,1,9,0
76.54,71.36,82.0,79.92,88.16,91.54,74.23,73.7,1,0,5,3,2
98.31,100.0,100.0,100.0,100.0,100.0,95.1,98.8,0,0,2,4,0
98.87,100.0,99.56,78.69,80.44,88.48,100.0,83.6,1,0,1,3,0
64.39,67.57,70.4,74.2,74.97,72.13,56.65,59.6,2,2,4,3,2
85.33,100.0,92.88,90.39,90.59,90.33,56.68,79.4,3,0,5,5,2
89.46,83.06,90.08,88.99,96.9,85.16,95.8,44.1,2,0,2,5,0
99.5,100.0,91.09,93.92,100.0,89.43,89.98,80.9,4,0,3,10,0
85.77,100.0,92.62,100.0,100.0,100.0,100.0,133.5,1,0,7,6,2
86.01,86.13,84.06,100.0,100.0,100.0,100.0,152.3,0,0,5,9,2
35.6,24.43,29.09,64.2,72.56,72.61,49.22,59.1,1,1,6,6,2
76.13,70.59,73.08,57.09,78.09,65.1,70.75,42.4,5,0,6,8,2
94.48,92.42,90.91,100.0,100.0,98.38,90.12,101.2,1,0,3,2,0
91.54,97.61,96.71,90.01,87.79,85.25,71.46,69.7,4,0,3,7,1
84.69,93.9,83.35,97.58,100.0,94.79,100.0,57.2,1,1,1,7,0
76.93,78.59,70.3,83.5,91.37,77.07,72.34,57.7,1,2,3,5,1
99.5,100.0,99.08,91.91,97.09,87.74,92.46,56.3,2,0,0,10,0
72.48,72.59,77.84,76.95,81.43,80.92,91.2,61.5,4,0,5,4,2
56.76,58.57,55.32,79.46,76.5,71.81,66.0,81.6,4,1,7,13,2
88.86,100.0,92.01,71.75,81.91,75.84,68.13,45.6,2,1,4,8,1
85.0,72.37,79.02,96.75,96.74,84.88,88.55,97.8,2,1,4,9,1
88.04,93.92,100.0,100.0,90.41,100.0,94.5,68.5,2,0,2,13,0
96.4,100.0,100.0,100.0,100.0,95.82,99.12,85.0,1,2,3,9,0
77.88,80.4,76.42,67.87,88.59,92.05,81.03,51.4,3,1,2,2,1
78.39,80.03,78.17,79.35,84.4,62.87,73.15,32.9,5,1,6,9,2
99.5,100.0,96.53,89.26,83.32,91.75,86.1,89.4,2,0,0,5,0
99.5,100.0,100.0,100.0,99.2,100.0,100.0,85.5,1,0,1,2,0
65.07,77.14,63.49,45.67,80.79,56.25,58.95,28.8,3,4,6,10,2
80.16,74.54,74.1,91.68,97.83,100.0,91.98,86.1,1,2,5,2,2
82.09,91.52,89.21,100.0,100.0,93.63,100.0,52.1,1,2,2,2,0
63.18,64.67,70.54,90.21,84.13,71.29,86.76,57.9,4,1,4,4,2
78.86,83.46,80.53,84.65,87.28,67.78,80.36,69.8,2,2,2,2,1
60.9,68.74,62.77,95.95,89.35,76.36,74.48,72.4,0,2,6,6,2
54.88,46.18,51.71,60.46,70.21,50.92,33.35,5.0,6,4,3,12,2
24.54,20.56,23.32,31.7,43.8,29.54,23.61,5.0,4,6,4,11,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,107.6,0,0,3,13,0
98.92,100.0,100.0,92.63,100.0,100.0,91.42,92.1,0,0,2,6,0
75.16,71.24,72.19,78.7,90.24,73.45,51.66,55.9,4,1,1,13,1
59.08,62.44,61.94,36.37,63.29,37.79,29.69,34.2,5,2,4,13,2
65.62,76.35,73.44,89.41,70.92,84.9,72.8,95.7,1,1,5,2,2
97.72,92.32,91.88,100.0,97.7,100.0,100.0,91.8,1,0,4,6,0
85.59,92.58,89.27,86.82,91.24,79.53,80.16,74.9,5,0,5,5,2
99.5,100.0,99.78,100.0,95.77,97.66,96.0,49.2,2,0,4,7,0
95.06,99.39,92.1,90.63,95.13,93.86,81.37,70.9,2,0,6,6,2
95.03,100.0,95.22,70.46,89.59,67.52,64.43,36.0,3,0,2,6,1
59.94,34.91,48.5,23.73,44.82,18.04,15.14,5.0,6,3,4,7,2
95.72,81.87,88.47,82.5,87.36,89.6,91.76,67.0,3,0,5,4,2
90.13,98.31,100.0,75.54,84.45,64.27,69.21,54.6,2,1,3,10,1
43.58,25.48,36.78,26.44,48.47,24.9,19.3,5.0,5,2,2,7,2
62.06,64.03,64.2,92.29,94.52,69.74,68.14,97.8,1,1,2,8,1
68.7,58.78,67.56,80.28,75.68,66.11,55.42,58.2,7,2,4,6,2
46.8,56.25,50.13,95.61,90.36,90.87,84.66,81.2,2,6,7,10,2
79.69,84.84,79.87,90.82,91.66,89.72,90.6,70.2,5,0,3,11,1
77.79,78.1,83.87,74.1,89.15,82.14,70.06,63.2,5,0,3,3,1
50.61,34.78,50.59,50.42,69.72,45.17,35.09,24.6,2,5,7,12,2
56.96,55.59,60.07,89.92,91.96,76.93,55.17,54.6,5,3,7,7,2
62.08,62.46,61.78,66.38,71.96,76.7,45.06,67.9,3,0,4,2,2
41.86,27.61,37.85,39.73,56.33,34.36,5.25,5.0,1,7,10,10,2
80.41,81.05,77.4,82.08,98.49,77.39,95.59,89.6,3,2,4,5,1
62.79,66.84,64.72,94.84,80.52,92.97,84.54,67.6,0,1,6,4,2
76.85,82.13,74.15,72.09,74.57,82.11,72.9,62.3,1,0,8,11,2
64.16,64.25,67.38,62.34,63.8,62.15,52.29,45.2,3,2,4,6,2
75.0,86.73,86.04,67.73,76.19,81.62,87.72,77.4,3,6,7,9,2
77.8,69.25,70.03,45.65,59.25,49.03,40.06,8.3,5,0,5,12,2
51.12,50.58,57.93,51.29,63.07,39.06,32.83,5.0,3,6,6,13,2
99.5,98.85,100.0,100.0,100.0,99.85,94.88,95.5,0,0,0,12,0
72.23,76.24,70.65,77.09,82.55,78.28,85.51,67.5,2,4,4,8,2
91.57,98.77,95.33,98.86,93.57,99.27,79.6,50.4,3,2,2,6,1
55.73,69.12,66.97,66.39,75.84,56.14,45.24,36.3,7,1,1,7,2
52.28,45.37,54.61,63.41,80.28,62.01,60.94,40.9,1,4,3,4,2
58.15,47.92,59.1,78.1,80.53,72.81,56.07,30.7,2,1,2,7,2
99.5,94.72,96.2,77.44,100.0,82.51,80.1,63.0,2,0,1,13,0
83.48,80.97,78.77,75.17,86.5,77.25,79.14,89.5,4,0,3,5,1
75.86,80.35,77.56,76.46,88.93,77.64,80.38,79.1,1,1,3,11,1
77.9,71.66,76.01,89.71,88.47,82.28,73.86,61.2,2,1,2,13,1
96.99,99.94,97.25,66.77,82.13,76.75,80.12,87.2,1,0,5,11,2
45.82,39.0,40.79,34.63,63.04,55.17,39.58,23.6,1,1,6,5,2
82.45,94.4,82.95,98.03,97.13,100.0,98.37,95.2,0,0,3,2,0
49.73,48.64,52.16,56.65,62.71,50.29,49.89,24.2,5,5,5,8,2
99.5,100.0,96.86,100.0,100.0,97.29,100.0,95.4,2,0,0,3,0
90.5,100.0,97.33,99.81,97.9,99.94,100.0,66.7,2,1,4,3,0
74.72,77.64,74.63,58.35,69.72,47.99,40.49,44.5,3,3,5,11,2
74.19,63.85,69.87,67.15,71.53,71.07,74.22,65.3,5,1,8,10,2
78.18,73.37,71.64,80.33,92.58,100.0,100.0,86.5,1,0,9,2,2
99.5,97.13,100.0,73.18,81.9,70.84,41.01,58.8,5,0,0,8,1
44.1,39.11,41.1,57.19,65.26,50.74,49.3,27.1,2,1,4,3,2
70.3,60.22,62.16,70.47,77.04,62.68,65.7,24.2,3,2,2,2,2
89.95,96.82,91.65,80.21,86.2,79.07,76.96,70.1,5,1,6,5,2
97.83,92.51,92.36,94.18,94.24,94.97,92.99,73.3,1,1,1,6,0
77.4,75.6,70.41,84.11,64.78,79.46,86.22,50.2,2,4,7,3,2
54.43,56.28,58.15,84.88,85.02,86.17,76.03,87.8,4,1,4,10,2
63.07,68.83,60.67,77.85,88.33,81.46,79.38,70.8,0,3,1,13,1
78.03,72.68,77.81,71.45,84.58,78.9,52.63,57.2,7,1,2,13,2
87.66,99.85,100.0,96.95,85.99,89.59,89.08,89.5,1,2,5,8,2
76.53,86.22,76.45,65.96,70.09,59.96,61.98,49.0,7,2,3,7,2
75.94,90.92,83.5,81.08,97.19,84.71,93.92,84.5,2,0,3,9,1
69.18,79.91,71.63,77.18,82.24,55.16,44.3,48.2,7,2,2,7,2
67.72,69.47,69.38,50.01,67.07,61.74,47.04,22.6,2,0,5,10,2
56.86,55.8,49.37,49.47,65.99,55.5,54.91,26.0,3,1,4,10,2
57.86,47.38,55.52,53.06,70.52,62.1,53.01,18.1,2,0,5,13,2
47.25,41.52,45.49,73.68,64.04,68.79,63.62,42.4,3,3,6,2,2
85.72,95.35,99.02,81.2,95.23,86.37,65.24,74.3,3,0,1,11,0
75.55,59.97,61.46,55.93,82.97,58.93,52.69,46.1,3,0,4,7,2
75.41,89.32,78.76,94.13,89.94,88.86,80.84,68.3,2,2,2,11,1
86.06,86.29,87.97,95.5,100.0,92.04,100.0,79.8,4,2,2,12,1
99.5,97.92,100.0,85.76,93.54,77.68,67.33,64.1,1,0,1,10,0
73.28,75.03,73.45,53.22,62.85,60.24,70.54,49.4,3,5,4,8,2
94.74,98.87,100.0,80.69,89.45,100.0,74.64,65.9,2,2,2,2,1
27.08,12.56,21.82,35.78,39.48,17.91,22.57,5.0,5,4,6,12,2
86.53,79.49,84.4,75.82,86.68,76.68,72.19,39.2,5,2,4,7,2
89.42,82.59,79.9,94.92,100.0,89.22,82.75,64.2,3,0,2,9,1
67.71,55.55,65.43,100.0,84.06,92.91,85.01,57.4,2,1,8,10,2
99.5,100.0,100.0,100.0,100.0,100.0,86.94,103.2,0,0,3,8,0
99.5,100.0,95.73,100.0,100.0,88.89,100.0,73.8,1,0,2,12,0
63.41,60.17,60.41,82.36,83.29,80.98,90.65,59.8,3,0,3,3,1
58.41,64.23,54.96,68.59,77.84,72.72,65.47,25.3,1,1,5,13,2
76.1,78.61,78.92,100.0,100.0,100.0,100.0,92.8,1,1,3,5,1
65.02,51.18,59.11,41.63,63.67,35.55,34.07,5.0,8,0,5,2,2
65.38,70.25,70.48,48.23,71.08,55.25,36.48,9.9,5,1,1,11,2
73.79,76.95,74.68,70.2,71.81,69.87,68.41,51.8,5,1,1,11,2
61.52,65.29,62.57,92.26,79.99,76.56,82.23,68.3,1,4,2,13,2
85.93,88.37,86.61,93.54,94.23,97.69,100.0,84.0,1,1,5,9,2
56.44,53.86,56.13,47.41,66.0,51.12,51.85,43.5,1,3,8,7,2
75.2,84.24,78.73,100.0,97.43,100.0,87.91,77.0,2,0,2,13,0
85.85,89.0,88.75,89.68,79.31,76.77,74.03,43.9,3,0,2,9,1
40.0,44.76,47.52,66.56,66.18,52.08,41.19,41.2,7,1,9,9,2
94.72,93.41,98.12,93.72,100.0,98.38,100.0,99.3,1,1,3,8,0
59.24,55.09,64.69,65.52,61.29,64.96,62.21,30.5,8,3,3,10,2
74.17,75.53,70.01,68.07,77.9,70.49,56.76,31.0,3,1,1,3,1
12.0,8.0,10.0,44.52,45.2,35.22,20.53,5.0,4,4,9,13,2
51.32,54.84,57.09,61.26,67.16,71.29,43.69,57.2,2,2,6,8,2
99.5,100.0,95.64,100.0,100.0,100.0,100.0,96.6,1,0,4,3,0
55.9,56.41,62.57,80.45,88.7,80.02,56.5,49.7,3,1,5,11,2
92.4,100.0,93.25,98.26,96.25,100.0,100.0,75.7,5,0,4,9,1
58.56,52.27,55.59,56.96,67.76,46.01,32.62,17.1,3,3,3,2,2
73.05,70.28,70.51,75.44,80.31,62.48,62.89,58.3,2,0,2,2,1
99.5,100.0,99.74,100.0,100.0,100.0,100.0,123.2,1,0,1,10,0
99.5,95.83,100.0,78.04,91.84,96.74,88.72,57.7,3,0,4,13,1
93.51,100.0,100.0,82.36,96.47,91.47,84.42,42.1,4,0,0,5,0
99.5,97.54,100.0,77.39,96.94,83.24,83.26,65.8,1,0,1,4,0
78.31,76.31,86.68,90.27,91.38,90.68,79.44,41.9,1,1,4,13,1
58.23,61.6,57.68,61.22,67.09,59.51,44.94,27.4,4,3,3,5,2
74.59,76.92,71.43,61.88,63.13,62.77,60.74,38.3,6,2,6,4,2
69.69,72.35,71.36,100.0,100.0,96.88,100.0,76.6,3,1,6,11,2
49.29,42.38,47.97,44.56,66.75,35.51,39.61,25.6,6,1,4,7,2
61.75,57.57,54.27,72.11,68.62,68.59,53.65,34.2,4,0,7,7,2
92.5,99.26,98.24,85.3,96.07,79.34,88.91,57.2,2,2,3,9,1
24.06,8.0,13.79,25.09,52.74,12.11,6.57,5.0,11,5,7,11,2
67.57,85.88,72.89,88.95,86.98,92.42,100.0,83.5,0,2,3,7,1
63.39,51.15,61.71,63.9,78.22,56.04,61.86,45.4,1,5,0,6,2
27.96,14.46,24.73,78.83,76.73,64.62,67.86,34.2,2,5,9,13,2
39.76,39.17,39.83,82.82,72.28,84.1,71.37,51.0,5,5,2,9,2
70.02,56.12,65.71,73.59,78.47,80.39,76.82,45.6,4,0,3,8,2
36.36,25.83,34.99,59.75,65.48,62.77,41.45,30.9,5,2,4,2,2
94.66,94.24,92.09,89.89,94.88,89.36,100.0,76.9,1,1,4,12,0
70.31,70.35,71.63,66.5,84.66,72.55,63.64,61.1,4,0,3,4,2
94.1,95.57,94.65,94.14,90.85,78.68,94.26,61.8,4,0,2,7,1
65.73,70.4,68.06,100.0,85.2,83.4,81.42,58.2,4,1,1,2,1
62.16,56.05,64.47,84.07,83.89,75.79,79.28,47.7,4,1,3,6,2
95.99,98.35,98.04,87.24,86.52,82.59,89.01,81.0,1,1,4,7,1
31.85,32.1,37.64,75.0,65.4,58.97,57.47,35.7,8,3,8,11,2
91.23,78.02,84.23,86.15,92.32,81.56,98.09,83.5,3,1,1,2,1
65.04,70.28,66.66,81.05,83.89,78.01,90.33,71.7,2,0,7,2,2
99.5,84.5,87.71,74.9,80.19,85.26,76.68,54.8,1,0,2,7,0
38.37,21.08,27.95,11.12,47.34,8.0,5.0,5.0,9,3,9,6,2
99.5,100.0,98.19,57.96,87.14,64.55,70.01,52.3,2,0,3,10,1
94.09,99.01,97.85,79.11,99.18,89.91,90.62,90.8,2,0,5,2,2
86.63,82.42,83.03,85.9,80.58,76.62,78.48,65.6,2,2,1,4,1
91.69,94.36,88.34,97.0,84.92,66.47,76.06,31.6,1,1,1,13,0
46.18,31.75,42.07,32.52,60.1,40.82,47.72,5.0,6,2,1,10,2
40.64,40.49,33.92,43.42,50.87,27.19,13.37,17.2,5,4,5,7,2
87.87,96.06,84.47,74.96,93.92,82.1,83.28,74.0,1,0,1,13,0
76.75,68.61,70.38,68.9,81.71,70.5,60.06,49.9,5,1,5,11,2
85.74,99.16,92.42,78.87,91.99,82.8,98.06,101.2,1,1,6,4,2
57.0,55.93,53.11,73.42,74.68,83.15,66.15,10.0,3,3,3,9,2
67.64,58.17,64.43,76.22,77.82,67.45,54.07,36.3,3,0,1,8,1
93.51,100.0,98.98,91.47,93.21,92.73,76.44,79.8,3,0,3,13,0
48.85,60.14,55.03,77.51,70.87,56.92,54.44,45.1,2,4,8,5,2
40.47,37.58,46.29,76.68,77.59,65.86,69.88,62.7,4,1,2,4,2
99.5,100.0,100.0,77.26,88.26,84.33,87.26,96.6,4,0,3,8,1
99.38,100.0,100.0,100.0,100.0,100.0,99.88,123.9,1,0,2,9,0
90.06,95.19,94.51,74.54,88.32,74.56,68.72,31.5,0,1,3,13,1
99.5,100.0,98.12,99.48,100.0,100.0,99.67,120.8,3,0,1,3,0
99.5,100.0,95.85,94.02,100.0,80.93,89.24,75.6,1,0,3,8,0
75.08,60.13,70.05,81.17,76.54,65.04,62.64,39.5,2,1,2,12,1
96.85,95.41,91.11,84.76,95.02,84.37,82.57,43.2,1,0,0,11,0
64.65,71.62,66.43,86.55,75.21,77.07,59.91,53.9,2,1,4,5,2
62.19,47.58,56.05,38.12,59.54,38.81,17.45,5.0,2,3,5,5,2
38.19,40.47,43.78,62.94,77.65,72.63,62.32,42.1,3,1,6,12,2
62.58,50.98,55.33,48.61,67.61,53.06,48.63,8.3,1,3,4,7,2
99.5,100.0,100.0,87.25,100.0,100.0,96.48,82.7,3,0,0,9,0
99.5,100.0,95.8,90.3,90.0,97.9,69.62,66.5,3,0,1,2,0
86.67,93.23,92.63,97.23,86.97,93.87,72.08,49.6,3,1,2,9,1
44.85,45.64,51.21,75.98,74.42,66.28,63.5,39.1,5,3,5,2,2
47.4,32.14,38.28,64.45,63.1,52.57,60.32,35.6,1,4,5,4,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,104.2,2,0,4,10,0
80.35,68.76,86.31,74.02,88.29,59.4,69.2,78.9,1,2,4,8,2
73.28,88.33,76.04,70.42,87.47,54.87,44.59,27.9,5,1,2,9,2
99.5,86.87,88.89,90.35,100.0,87.08,98.67,72.7,5,1,0,8,1
52.66,51.65,53.18,64.05,73.38,69.82,51.13,62.3,2,7,4,2,2
99.5,93.72,93.04,85.47,96.14,99.02,75.86,68.7,2,0,3,9,0
77.24,97.48,86.42,100.0,96.9,100.0,100.0,109.3,2,1,7,8,2
99.5,95.05,100.0,75.83,91.04,98.03,72.26,57.6,2,0,1,13,0
99.5,100.0,95.6,100.0,100.0,100.0,100.0,110.0,0,0,1,12,0
99.06,100.0,93.53,97.82,100.0,100.0,90.36,94.2,0,0,2,8,0
48.68,50.6,53.51,48.74,56.3,45.28,36.69,5.0,5,3,1,2,2
85.49,92.47,95.08,66.38,80.19,65.64,58.46,35.3,5,0,5,8,2
76.06,76.39,74.97,92.51,88.68,75.24,71.75,37.8,3,2,4,8,2
83.56,81.41,88.28,73.79,88.37,81.6,73.54,79.2,5,1,5,13,2
94.78,100.0,100.0,87.6,98.52,91.13,84.34,91.9,3,0,2,10,0
94.74,95.41,97.85,92.84,92.95,69.59,74.11,66.0,0,0,4,4,0
99.5,100.0,100.0,100.0,100.0,92.96,90.23,78.4,1,0,1,3,0
99.5,100.0,100.0,88.42,97.65,89.8,88.99,45.3,2,2,0,4,0
95.61,100.0,100.0,75.54,95.27,79.55,64.12,65.5,1,1,1,12,0
52.48,48.62,42.03,64.49,65.86,40.38,25.11,19.2,8,5,7,5,2
97.52,100.0,97.99,88.05,90.65,100.0,88.26,45.1,2,1,2,7,0
53.93,40.98,43.77,51.14,65.5,32.09,22.95,5.0,4,1,1,11,2
97.76,94.51,92.91,92.69,87.87,76.81,78.05,62.7,1,0,3,13,0
68.33,65.46,68.53,70.94,69.96,63.02,68.8,46.7,7,0,5,12,2
66.95,69.94,67.7,85.11,98.73,84.13,95.48,77.9,1,1,2,11,1
99.5,100.0,99.82,99.86,100.0,99.27,97.06,53.2,3,0,1,6,0
80.07,70.85,76.05,67.53,77.67,58.19,72.18,49.5,6,2,5,3,2
67.1,79.8,71.18,87.99,90.18,91.46,83.77,70.4,3,3,3,9,2
78.18,74.57,76.76,72.74,70.97,69.2,54.31,26.2,8,1,7,11,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,94.7,2,0,1,11,0
99.5,100.0,100.0,100.0,100.0,100.0,96.26,85.9,0,0,0,6,0
64.79,70.21,63.1,68.51,75.72,64.21,62.13,12.0,3,1,4,6,2
91.97,100.0,93.26,78.19,92.19,77.38,85.08,73.7,2,0,3,4,0
70.01,69.59,72.59,40.33,62.89,34.5,20.39,18.5,11,1,1,2,2
66.24,62.86,63.88,73.56,69.89,74.12,72.09,64.6,7,1,4,12,2
12.0,8.0,12.53,38.77,43.09,26.15,22.59,9.3,7,4,8,7,2
69.69,68.93,69.32,87.01,88.51,92.87,95.89,74.3,2,1,5,3,2
99.5,95.32,98.76,73.97,92.23,70.58,63.44,47.2,1,0,2,2,0
83.1,88.73,90.34,78.08,98.83,82.45,78.1,56.2,1,0,4,8,1
89.77,92.9,92.56,79.75,92.36,84.5,83.65,36.9,4,1,1,2,1
93.29,99.46,100.0,74.05,100.0,93.11,91.53,72.5,1,1,5,5,2
84.89,91.67,84.82,96.26,100.0,94.57,100.0,88.9,3,1,4,4,1
90.89,91.69,87.53,90.26,96.3,94.61,68.5,64.7,0,1,4,12,0
90.78,97.79,95.03,71.19,80.4,73.39,77.42,72.0,5,2,4,5,2
99.5,100.0,98.83,96.24,100.0,100.0,100.0,122.4,0,0,2,12,0
73.48,71.6,73.3,67.73,77.88,52.34,43.0,41.3,5,0,3,11,2
39.12,41.1,41.31,52.29,70.36,46.67,49.48,7.3,6,3,4,2,2
92.09,97.53,88.99,70.32,79.0,74.75,65.86,80.4,1,0,1,8,0
52.74,49.71,42.88,58.88,58.97,59.59,65.54,58.0,2,4,5,4,2
99.5,87.85,97.96,89.18,94.41,75.06,79.84,45.5,2,0,1,9,0
85.45,83.1,78.82,79.81,89.81,60.55,71.91,59.3,2,1,2,8,1
99.5,100.0,97.65,100.0,100.0,93.02,100.0,91.0,2,0,0,5,0
99.5,100.0,99.0,80.84,99.74,90.88,80.36,62.4,3,0,1,13,0
87.44,95.74,90.26,100.0,100.0,100.0,100.0,112.2,1,0,4,4,0
92.13,96.61,96.96,80.81,92.89,87.59,71.16,89.3,2,0,0,5,0
97.23,100.0,100.0,78.36,94.94,94.54,85.75,62.7,3,0,1,5,0
56.21,47.46,53.84,61.19,71.59,53.77,65.98,28.8,3,4,3,9,2
87.04,97.9,93.44,99.03,90.51,89.51,100.0,91.6,4,0,3,12,1
93.98,100.0,92.15,94.47,97.49,73.88,91.25,105.0,1,1,2,6,0
99.5,91.46,93.45,95.11,99.2,92.38,100.0,90.1,3,0,0,3,0
60.43,41.34,67.57,67.8,83.87,80.67,64.23,47.1,3,1,3,6,2
63.47,57.7,61.89,55.56,77.06,52.78,64.99,39.1,7,2,3,7,2
88.2,84.11,90.16,98.13,95.78,94.33,90.27,87.6,4,1,1,13,1
99.5,100.0,95.1,95.55,97.21,98.18,91.38,82.4,1,0,5,11,2
34.54,23.14,33.15,39.91,57.26,30.11,38.86,6.7,5,4,9,10,2
70.31,72.84,70.26,69.03,86.0,73.26,66.95,31.3,3,0,3,4,1
56.82,58.44,55.31,69.05,69.8,60.74,54.74,46.7,6,2,2,10,2
64.91,53.11,67.46,56.85,71.62,66.77,30.94,38.2,5,1,2,13,2
67.74,69.59,74.61,98.36,96.74,85.49,99.94,72.3,3,3,4,9,2
75.93,72.81,74.64,85.13,87.92,84.34,80.68,68.1,1,1,1,2,1
99.5,100.0,100.0,87.17,100.0,73.03,88.09,86.2,0,0,3,13,0
86.1,84.75,84.07,74.28,72.87,79.6,73.07,65.5,0,1,2,9,1
